image_filename,relative_path,subject,year,section,question_no,question_type,correct_answer,marks,negative_marks
EC_2017_S1_EC_020.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_020.png,EC,2017,EC,20,MCQ,A,1,0.33
EC_2017_S1_EC_021.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_021.png,EC,2017,EC,21,MCQ,C,1,0.33
EC_2017_S1_EC_022.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_022.png,EC,2017,EC,22,NAT,0,1,0
EC_2017_S1_EC_023.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_023.png,EC,2017,EC,23,MCQ,D,1,0.33
EC_2017_S1_EC_024.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_024.png,EC,2017,EC,24,MCQ,D,1,0.33
EC_2017_S1_EC_025.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_025.png,EC,2017,EC,25,MCQ,C,1,0.33
EC_2017_S1_EC_026.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_026.png,EC,2017,EC,26,MCQ,0.69,2,0.67
EC_2017_S1_EC_027.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_027.png,EC,2017,EC,27,MCQ,B,2,0.67
EC_2017_S1_EC_028.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_028.png,EC,2017,EC,28,NAT,128,2,0
EC_2017_S1_EC_029.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_029.png,EC,2017,EC,29,NAT,2.6,2,0
EC_2017_S1_EC_030.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_030.png,EC,2017,EC,30,MCQ,D,2,0.67
EC_2017_S1_EC_031.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_031.png,EC,2017,EC,31,MCQ,A,2,0.67
EC_2017_S1_EC_032.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_032.png,EC,2017,EC,32,MCQ,–11,2,0.67
EC_2017_S1_EC_033.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_033.png,EC,2017,EC,33,NAT,10,2,0
EC_2017_S1_EC_034.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_034.png,EC,2017,EC,34,NAT,0.375,2,0
EC_2017_S1_EC_035.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_035.png,EC,2017,EC,35,NAT,31,2,0
EC_2017_S1_EC_036.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_036.png,EC,2017,EC,36,MCQ,C,2,0.67
EC_2017_S1_EC_037.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_037.png,EC,2017,EC,37,NAT,1.6,2,0
EC_2017_S1_EC_038.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_038.png,EC,2017,EC,38,NAT,2,2,0
EC_2017_S1_EC_039.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_039.png,EC,2017,EC,39,MCQ,A,2,0.67
EC_2017_S1_EC_040.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_040.png,EC,2017,EC,40,NAT,16,2,0
EC_2017_S1_EC_041.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_041.png,EC,2017,EC,41,MCQ,B,2,0.67
EC_2017_S1_EC_042.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_042.png,EC,2017,EC,42,NAT,0.9,2,0
EC_2017_S1_EC_043.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_043.png,EC,2017,EC,43,NAT,0.79,2,0
EC_2017_S1_EC_044.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_044.png,EC,2017,EC,44,MCQ,C,2,0.67
EC_2017_S1_EC_045.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_045.png,EC,2017,EC,45,NAT,D,2,0
EC_2017_S1_EC_046.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_046.png,EC,2017,EC,46,MCQ,B,2,0.67
EC_2017_S1_EC_047.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_047.png,EC,2017,EC,47,NAT,10,2,0
EC_2017_S1_EC_048.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_048.png,EC,2017,EC,48,MCQ,C,2,0.67
EC_2017_S1_EC_049.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_049.png,EC,2017,EC,49,MCQ,B,2,0.67
EC_2017_S1_EC_050.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_050.png,EC,2017,EC,50,NAT,0.34,2,0
EC_2017_S1_EC_051.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_051.png,EC,2017,EC,51,MCQ,A,2,0.67
EC_2017_S1_EC_052.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_052.png,EC,2017,EC,52,NAT,44.3,2,0
EC_2017_S1_EC_053.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_053.png,EC,2017,EC,53,NAT,2.094,2,0
EC_2017_S1_EC_054.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_054.png,EC,2017,EC,54,MCQ,B,2,0.67
EC_2017_S1_EC_055.png,GATE_ESE_Papers/EC/EC/EC_2017_S1_EC_055.png,EC,2017,EC,55,NAT,B,2,0
EC_2017_S2_GA_001.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_001.png,EC,2017,GA,1,MCQ,C,1,0.33
EC_2017_S2_GA_002.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_002.png,EC,2017,GA,2,MCQ,D,1,0.33
EC_2017_S2_GA_003.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_003.png,EC,2017,GA,3,MCQ,A,1,0.33
EC_2017_S2_GA_004.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_004.png,EC,2017,GA,4,MCQ,A,1,0.33
EC_2017_S2_GA_005.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_005.png,EC,2017,GA,5,MCQ,B,1,0.33
EC_2017_S2_GA_006.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_006.png,EC,2017,GA,6,MCQ,D,2,0.67
EC_2017_S2_GA_007.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_007.png,EC,2017,GA,7,MCQ,C,2,0.67
EC_2017_S2_GA_008.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_008.png,EC,2017,GA,8,MCQ,B,2,0.67
EC_2017_S2_GA_009.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_009.png,EC,2017,GA,9,MCQ,C,2,0.67
EC_2017_S2_GA_010.png,GATE_ESE_Papers/EC/GA/EC_2017_S2_GA_010.png,EC,2017,GA,10,MCQ,A,2,0.67
EC_2017_S2_EC_001.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_001.png,EC,2017,EC,1,MCQ,B,1,0.33
EC_2017_S2_EC_002.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_002.png,EC,2017,EC,2,MCQ,C,1,0.33
EC_2017_S2_EC_003.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_003.png,EC,2017,EC,3,NAT,0.2,1,0
EC_2017_S2_EC_004.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_004.png,EC,2017,EC,4,MCQ,B,1,0.33
EC_2017_S2_EC_005.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_005.png,EC,2017,EC,5,NAT,0.5,1,0
EC_2017_S2_EC_006.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_006.png,EC,2017,EC,6,MCQ,C,1,0.33
EC_2017_S2_EC_007.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_007.png,EC,2017,EC,7,MCQ,*,1,0.33
EC_2017_S2_EC_008.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_008.png,EC,2017,EC,8,MCQ,C,1,0.33
EC_2017_S2_EC_009.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_009.png,EC,2017,EC,9,NAT,2.14,1,0
EC_2017_S2_EC_010.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_010.png,EC,2017,EC,10,MCQ,C,1,0.33
EC_2017_S2_EC_011.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_011.png,EC,2017,EC,11,NAT,5,1,0
EC_2017_S2_EC_012.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_012.png,EC,2017,EC,12,NAT,4,1,0
EC_2017_S2_EC_013.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_013.png,EC,2017,EC,13,NAT,49.82,1,0
EC_2017_S2_EC_014.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_014.png,EC,2017,EC,14,MCQ,D,1,0.33
EC_2017_S2_EC_015.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_015.png,EC,2017,EC,15,MCQ,D,1,0.33
EC_2017_S2_EC_016.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_016.png,EC,2017,EC,16,MCQ,B,1,0.33
EC_2017_S2_EC_017.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_017.png,EC,2017,EC,17,NAT,7,1,0
EC_2017_S2_EC_018.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_018.png,EC,2017,EC,18,NAT,A,1,0
EC_2017_S2_EC_019.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_019.png,EC,2017,EC,19,NAT,C,1,0
EC_2017_S2_EC_020.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_020.png,EC,2017,EC,20,NAT,3.1847,1,0
EC_2017_S2_EC_021.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_021.png,EC,2017,EC,21,NAT,2,1,0
EC_2017_S2_EC_022.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_022.png,EC,2017,EC,22,NAT,1,1,0
EC_2017_S2_EC_023.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_023.png,EC,2017,EC,23,NAT,54.73,1,0
EC_2017_S2_EC_024.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_024.png,EC,2017,EC,24,NAT,6,1,0
EC_2017_S2_EC_025.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_025.png,EC,2017,EC,25,MCQ,A,1,0.33
EC_2017_S2_EC_026.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_026.png,EC,2017,EC,26,MCQ,B,2,0.67
EC_2017_S2_EC_027.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_027.png,EC,2017,EC,27,NAT,5.21,2,0
EC_2017_S2_EC_028.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_028.png,EC,2017,EC,28,NAT,8,2,0
EC_2017_S2_EC_029.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_029.png,EC,2017,EC,29,NAT,6.9,2,0
EC_2017_S2_EC_030.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_030.png,EC,2017,EC,30,NAT,5.06,2,0
EC_2017_S2_EC_031.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_031.png,EC,2017,EC,31,MCQ,C,2,0.67
EC_2017_S2_EC_032.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_032.png,EC,2017,EC,32,NAT,2.5,2,0
EC_2017_S2_EC_033.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_033.png,EC,2017,EC,33,NAT,50,2,0
EC_2017_S2_EC_034.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_034.png,EC,2017,EC,34,NAT,4.33,2,0
EC_2017_S2_EC_035.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_035.png,EC,2017,EC,35,MCQ,C,2,0.67
EC_2017_S2_EC_036.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_036.png,EC,2017,EC,36,MCQ,B,2,0.67
EC_2017_S2_EC_037.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_037.png,EC,2017,EC,37,NAT,0.75,2,0
EC_2017_S2_EC_038.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_038.png,EC,2017,EC,38,NAT,-1,2,0
EC_2017_S2_EC_039.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_039.png,EC,2017,EC,39,NAT,0.5,2,0
EC_2017_S2_EC_040.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_040.png,EC,2017,EC,40,MCQ,D,2,0.67
EC_2017_S2_EC_041.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_041.png,EC,2017,EC,41,NAT,C,2,0
EC_2017_S2_EC_042.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_042.png,EC,2017,EC,42,NAT,A,2,0
EC_2017_S2_EC_043.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_043.png,EC,2017,EC,43,MCQ,(D,2,0.67
EC_2017_S2_EC_044.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_044.png,EC,2017,EC,44,NAT,7,2,0
EC_2017_S2_EC_045.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_045.png,EC,2017,EC,45,MCQ,C,2,0.67
EC_2017_S2_EC_046.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_046.png,EC,2017,EC,46,MCQ,C,2,0.67
EC_2017_S2_EC_047.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_047.png,EC,2017,EC,47,NAT,70,2,0
EC_2017_S2_EC_048.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_048.png,EC,2017,EC,48,NAT,–100,2,0
EC_2017_S2_EC_049.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_049.png,EC,2017,EC,49,NAT,8.16,2,0
EC_2017_S2_EC_050.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_050.png,EC,2017,EC,50,NAT,1.1 to 1.2,2,0
EC_2017_S2_EC_051.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_051.png,EC,2017,EC,51,NAT,4,2,0
EC_2017_S2_EC_052.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_052.png,EC,2017,EC,52,MCQ,B,2,0.67
EC_2017_S2_EC_053.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_053.png,EC,2017,EC,53,NAT,0.53,2,0
EC_2017_S2_EC_054.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_054.png,EC,2017,EC,54,NAT,50,2,0
EC_2017_S2_EC_055.png,GATE_ESE_Papers/EC/EC/EC_2017_S2_EC_055.png,EC,2017,EC,55,MCQ,B,2,0.67
EC_2018_GA_001.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_001.png,EC,2018,GA,1,MCQ,B,1,0.33
EC_2018_GA_002.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_002.png,EC,2018,GA,2,MCQ,A,1,0.33
EC_2018_GA_003.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_003.png,EC,2018,GA,3,MCQ,B,1,0.33
EC_2018_GA_004.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_004.png,EC,2018,GA,4,MCQ,D,1,0.33
EC_2018_GA_005.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_005.png,EC,2018,GA,5,MCQ,B,1,0.33
EC_2018_GA_006.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_006.png,EC,2018,GA,6,MCQ,B,2,0.67
EC_2018_GA_007.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_007.png,EC,2018,GA,7,MCQ,B,2,0.67
EC_2018_GA_008.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_008.png,EC,2018,GA,8,MCQ,C,2,0.67
EC_2018_GA_009.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_009.png,EC,2018,GA,9,MCQ,C,2,0.67
EC_2018_GA_010.png,GATE_ESE_Papers/EC/GA/EC_2018_GA_010.png,EC,2018,GA,10,MCQ,D,2,0.67
EC_2018_EC_001.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_001.png,EC,2018,EC,1,MCQ,C,1,0.33
EC_2018_EC_002.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_002.png,EC,2018,EC,2,MCQ,C,1,0.33
EC_2018_EC_003.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_003.png,EC,2018,EC,3,MCQ,D,1,0.33
EC_2018_EC_004.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_004.png,EC,2018,EC,4,MCQ,C,1,0.33
EC_2018_EC_005.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_005.png,EC,2018,EC,5,MCQ,D,1,0.33
EC_2018_EC_006.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_006.png,EC,2018,EC,6,MCQ,B,1,0.33
EC_2018_EC_007.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_007.png,EC,2018,EC,7,MCQ,D,1,0.33
EC_2018_EC_008.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_008.png,EC,2018,EC,8,MCQ,D,1,0.33
EC_2018_EC_009.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_009.png,EC,2018,EC,9,MCQ,C,1,0.33
EC_2018_EC_010.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_010.png,EC,2018,EC,10,MCQ,C,1,0.33
EC_2018_EC_011.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_011.png,EC,2018,EC,11,MCQ,C,1,0.33
EC_2018_EC_012.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_012.png,EC,2018,EC,12,MCQ,D,1,0.33
EC_2018_EC_013.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_013.png,EC,2018,EC,13,MCQ,B,1,0.33
EC_2018_EC_014.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_014.png,EC,2018,EC,14,MCQ,C,1,0.33
EC_2018_EC_015.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_015.png,EC,2018,EC,15,NAT,0.12 to 0.13,1,0
EC_2018_EC_016.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_016.png,EC,2018,EC,16,NAT,16 to 16,1,0
EC_2018_EC_017.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_017.png,EC,2018,EC,17,NAT,0.12 to 0.14,1,0
EC_2018_EC_018.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_018.png,EC,2018,EC,18,NAT,0.40 to 0.43,1,0
EC_2018_EC_019.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_019.png,EC,2018,EC,19,NAT,5 to 5,1,0
EC_2018_EC_020.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_020.png,EC,2018,EC,20,NAT,0.47 to 0.51,1,0
EC_2018_EC_021.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_021.png,EC,2018,EC,21,NAT,0.001 to 0.001,1,0
EC_2018_EC_022.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_022.png,EC,2018,EC,22,NAT,2 to 2,1,0
EC_2018_EC_023.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_023.png,EC,2018,EC,23,NAT,0.25 to 0.25,1,0
EC_2018_EC_024.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_024.png,EC,2018,EC,24,NAT,‐0.01 to 0.01,1,0
EC_2018_EC_025.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_025.png,EC,2018,EC,25,NAT,4.3 to 5.3,1,0
EC_2018_EC_026.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_026.png,EC,2018,EC,26,MCQ,B,2,0.67
EC_2018_EC_027.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_027.png,EC,2018,EC,27,MCQ,D,2,0.67
EC_2018_EC_028.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_028.png,EC,2018,EC,28,MCQ,B,2,0.67
EC_2018_EC_029.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_029.png,EC,2018,EC,29,MCQ,A,2,0.67
EC_2018_EC_030.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_030.png,EC,2018,EC,30,MCQ,B,2,0.67
EC_2018_EC_031.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_031.png,EC,2018,EC,31,MCQ,C,2,0.67
EC_2018_EC_032.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_032.png,EC,2018,EC,32,MCQ,A,2,0.67
EC_2018_EC_033.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_033.png,EC,2018,EC,33,MCQ,B,2,0.67
EC_2018_EC_034.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_034.png,EC,2018,EC,34,MCQ,A,2,0.67
EC_2018_EC_035.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_035.png,EC,2018,EC,35,MCQ,C,2,0.67
EC_2018_EC_036.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_036.png,EC,2018,EC,36,NAT,0.284 to 0.348,2,0
EC_2018_EC_037.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_037.png,EC,2018,EC,37,NAT,6.2 to 6.6,2,0
EC_2018_EC_038.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_038.png,EC,2018,EC,38,NAT,0.4 to 0.6,2,0
EC_2018_EC_039.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_039.png,EC,2018,EC,39,NAT,8 to 8,2,0
EC_2018_EC_040.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_040.png,EC,2018,EC,40,NAT,‐0.5 to ‐0.5,2,0
EC_2018_EC_041.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_041.png,EC,2018,EC,41,NAT,14 to 17,2,0
EC_2018_EC_042.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_042.png,EC,2018,EC,42,NAT,0.1 to 0.1,2,0
EC_2018_EC_043.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_043.png,EC,2018,EC,43,NAT,0.41 to 0.435,2,0
EC_2018_EC_044.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_044.png,EC,2018,EC,44,NAT,0.59 to 0.63,2,0
EC_2018_EC_045.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_045.png,EC,2018,EC,45,NAT,0.11 to 0.13,2,0
EC_2018_EC_046.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_046.png,EC,2018,EC,46,NAT,0.82 to 0.86,2,0
EC_2018_EC_047.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_047.png,EC,2018,EC,47,NAT,8 to 8,2,0
EC_2018_EC_048.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_048.png,EC,2018,EC,48,NAT,0.7 to 0.8,2,0
EC_2018_EC_049.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_049.png,EC,2018,EC,49,NAT,1.9 to 2.1,2,0
EC_2018_EC_050.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_050.png,EC,2018,EC,50,NAT,‐0.23 to ‐0.19,2,0
EC_2018_EC_051.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_051.png,EC,2018,EC,51,NAT,2 to 2,2,0
EC_2018_EC_052.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_052.png,EC,2018,EC,52,NAT,4.4 to 4.6,2,0
