image_filename,relative_path,subject,year,section,question_no,question_type,correct_answer,marks,negative_marks,usable
CSE_065.png,CSE/CSE/CSE_065.png,CSE,,CSE,65,MCQ,D,,,yes
CSE_066.png,CSE/CSE/CSE_066.png,CSE,,CSE,66,MCQ,D,,,yes
CSE_067.png,CSE/CSE/CSE_067.png,CSE,,CSE,67,MCQ,A,,,yes
CSE_068.png,CSE/CSE/CSE_068.png,CSE,,CSE,68,NAT,19,,,yes
CSE_069.png,CSE/CSE/CSE_069.png,CSE,,CSE,69,NAT,51,,,yes
CSE_070.png,CSE/CSE/CSE_070.png,CSE,,CSE,70,MCQ,C,,,yes
CSE_071.png,CSE/CSE/CSE_071.png,CSE,,CSE,71,MCQ,A,,,yes
CSE_072.png,CSE/CSE/CSE_072.png,CSE,,CSE,72,MCQ,C,,,yes
CSE_073.png,CSE/CSE/CSE_073.png,CSE,,CSE,73,MCQ,C,,,yes
CSE_074.png,CSE/CSE/CSE_074.png,CSE,,CSE,74,MCQ,A,,,yes
CSE_075.png,CSE/CSE/CSE_075.png,CSE,,CSE,75,MCQ,D,,,yes
CSE_076.png,CSE/CSE/CSE_076.png,CSE,,CSE,76,MCQ,B,,,yes
CSE_077.png,CSE/CSE/CSE_077.png,CSE,,CSE,77,NAT,5,,,no
CSE_078.png,CSE/CSE/CSE_078.png,CSE,,CSE,78,MCQ,B,,,yes
CSE_079.png,CSE/CSE/CSE_079.png,CSE,,CSE,79,NAT,12,,,yes
CSE_080.png,CSE/CSE/CSE_080.png,CSE,,CSE,80,MCQ,A,,,yes
CSE_081.png,CSE/CSE/CSE_081.png,CSE,,CSE,81,MCQ,A,,,yes
CSE_082.png,CSE/CSE/CSE_082.png,CSE,,CSE,82,MCQ,C,,,yes
CSE_083.png,CSE/CSE/CSE_083.png,CSE,,CSE,83,MCQ,C,,,yes
CSE_084.png,CSE/CSE/CSE_084.png,CSE,,CSE,84,MCQ,A,,,yes
CSE_085.png,CSE/CSE/CSE_085.png,CSE,,CSE,85,MCQ,A,,,yes
CSE_086.png,CSE/CSE/CSE_086.png,CSE,,CSE,86,MCQ,A,,,yes
CSE_087.png,CSE/CSE/CSE_087.png,CSE,,CSE,87,NAT,6.1 to 6.2,,,yes
CSE_088.png,CSE/CSE/CSE_088.png,CSE,,CSE,88,NAT,36,,,yes
CSE_089.png,CSE/CSE/CSE_089.png,CSE,,CSE,89,MCQ,B,,,yes
CSE_090.png,CSE/CSE/CSE_090.png,CSE,,CSE,90,NAT,3,,,yes
CSE_091.png,CSE/CSE/CSE_091.png,CSE,,CSE,91,MCQ,A,,,yes
CSE_092.png,CSE/CSE/CSE_092.png,CSE,,CSE,92,MCQ,C,,,yes
CSE_093.png,CSE/CSE/CSE_093.png,CSE,,CSE,93,NAT,5,,,yes
CSE_094.png,CSE/CSE/CSE_094.png,CSE,,CSE,94,MCQ,A,,,yes
CSE_095.png,CSE/CSE/CSE_095.png,CSE,,CSE,95,MCQ,B,,,yes
CSE_096.png,CSE/CSE/CSE_096.png,CSE,,CSE,96,NAT,15,,,no
CSE_097.png,CSE/CSE/CSE_097.png,CSE,,CSE,97,NAT,UNKNOWN,,,no
CSE_098.png,CSE/CSE/CSE_098.png,CSE,,CSE,98,NAT,13,,,yes
CSE_099.png,CSE/CSE/CSE_099.png,CSE,,CSE,99,MCQ,D,,,yes
CSE_100.png,CSE/CSE/CSE_100.png,CSE,,CSE,100,NAT,0.95,,,yes
CSE_101.png,CSE/CSE/CSE_101.png,CSE,,CSE,101,MCQ,C,,,yes
CSE_102.png,CSE/CSE/CSE_102.png,CSE,,CSE,102,MCQ,D,,,yes
CSE_103.png,CSE/CSE/CSE_103.png,CSE,,CSE,103,MCQ,B,,,yes
CSE_104.png,CSE/CSE/CSE_104.png,CSE,,CSE,104,MCQ,C,,,yes
CSE_105.png,CSE/CSE/CSE_105.png,CSE,,CSE,105,MCQ,C,,,yes
CSE_106.png,CSE/CSE/CSE_106.png,CSE,,CSE,106,NAT,19.2,,,yes
CSE_107.png,CSE/CSE/CSE_107.png,CSE,,CSE,107,MCQ,A,,,yes
CSE_108.png,CSE/CSE/CSE_108.png,CSE,,CSE,108,MCQ,D,,,yes
CSE_109.png,CSE/CSE/CSE_109.png,CSE,,CSE,109,MCQ,C,,,yes
CSE_110.png,CSE/CSE/CSE_110.png,CSE,,CSE,110,MCQ,D,,,yes
CSE_111.png,CSE/CSE/CSE_111.png,CSE,,CSE,111,MCQ,C,,,yes
CSE_112.png,CSE/CSE/CSE_112.png,CSE,,CSE,112,MCQ,B,,,yes
CSE_113.png,CSE/CSE/CSE_113.png,CSE,,CSE,113,NAT,612 to 613,,,yes
CSE_114.png,CSE/CSE/CSE_114.png,CSE,,CSE,114,MCQ,B,,,yes
CSE_115.png,CSE/CSE/CSE_115.png,CSE,,CSE,115,MCQ,A,,,yes
CSE_116.png,CSE/CSE/CSE_116.png,CSE,,CSE,116,MCQ,C,,,yes
CSE_117.png,CSE/CSE/CSE_117.png,CSE,,CSE,117,NAT,199,,,yes
CSE_118.png,CSE/CSE/CSE_118.png,CSE,,CSE,118,NAT,UNKNOWN,,,no
CSE_119.png,CSE/CSE/CSE_119.png,CSE,,CSE,119,MCQ,A,,,yes
CSE_120.png,CSE/CSE/CSE_120.png,CSE,,CSE,120,MCQ,A,,,yes
CSE_121.png,CSE/CSE/CSE_121.png,CSE,,CSE,121,NAT,15,,,yes
CSE_122.png,CSE/CSE/CSE_122.png,CSE,,CSE,122,MCQ,A,,,yes
CSE_123.png,CSE/CSE/CSE_123.png,CSE,,CSE,123,MCQ,B,,,yes
CSE_124.png,CSE/CSE/CSE_124.png,CSE,,CSE,124,MCQ,C,,,yes
CSE_125.png,CSE/CSE/CSE_125.png,CSE,,CSE,125,MCQ,A,,,yes
CSE_126.png,CSE/CSE/CSE_126.png,CSE,,CSE,126,MCQ,D,,,yes
CSE_127.png,CSE/CSE/CSE_127.png,CSE,,CSE,127,MCQ,A,,,yes
CSE_128.png,CSE/CSE/CSE_128.png,CSE,,CSE,128,MCQ,B,,,yes
CSE_129.png,CSE/CSE/CSE_129.png,CSE,,CSE,129,NAT,28,,,yes
CSE_130.png,CSE/CSE/CSE_130.png,CSE,,CSE,130,MCQ,A,,,yes
CSE_131.png,CSE/CSE/CSE_131.png,CSE,,CSE,131,MCQ,D,,,yes
CSE_132.png,CSE/CSE/CSE_132.png,CSE,,CSE,132,NAT,309.33,,,yes
CSE_133.png,CSE/CSE/CSE_133.png,CSE,,CSE,133,MCQ,B,,,yes
CSE_134.png,CSE/CSE/CSE_134.png,CSE,,CSE,134,MCQ,B,,,yes
CSE_135.png,CSE/CSE/CSE_135.png,CSE,,CSE,135,NAT,50,,,yes
CSE_136.png,CSE/CSE/CSE_136.png,CSE,,CSE,136,MCQ,C,,,yes
CSE_137.png,CSE/CSE/CSE_137.png,CSE,,CSE,137,MCQ,C,,,yes
CSE_138.png,CSE/CSE/CSE_138.png,CSE,,CSE,138,NAT,230,,,no
CSE_139.png,CSE/CSE/CSE_139.png,CSE,,CSE,139,NAT,140,,,no
CSE_140.png,CSE/CSE/CSE_140.png,CSE,,CSE,140,MCQ,A,,,yes
CSE_141.png,CSE/CSE/CSE_141.png,CSE,,CSE,141,MCQ,D,,,yes
CSE_142.png,CSE/CSE/CSE_142.png,CSE,,CSE,142,NAT,158,,,yes
CSE_143.png,CSE/CSE/CSE_143.png,CSE,,CSE,143,NAT,8,,,yes
CSE_144.png,CSE/CSE/CSE_144.png,CSE,,CSE,144,NAT,3,,,yes
CSE_145.png,CSE/CSE/CSE_145.png,CSE,,CSE,145,MCQ,B,,,yes
CSE_146.png,CSE/CSE/CSE_146.png,CSE,,CSE,146,MCQ,C,,,yes
CSE_147.png,CSE/CSE/CSE_147.png,CSE,,CSE,147,MCQ,B,,,yes
CSE_148.png,CSE/CSE/CSE_148.png,CSE,,CSE,148,MCQ,C,,,yes
CSE_149.png,CSE/CSE/CSE_149.png,CSE,,CSE,149,NAT,10,,,yes
CSE_150.png,CSE/CSE/CSE_150.png,CSE,,CSE,150,NAT,UNKNOWN,,,yes
CSE_151.png,CSE/CSE/CSE_151.png,CSE,,CSE,151,NAT,995,,,yes
CSE_152.png,CSE/CSE/CSE_152.png,CSE,,CSE,152,NAT,1575,,,yes
CSE_153.png,CSE/CSE/CSE_153.png,CSE,,CSE,153,MCQ,C,,,yes
CSE_154.png,CSE/CSE/CSE_154.png,CSE,,CSE,154,MCQ,A,,,yes
CSE_155.png,CSE/CSE/CSE_155.png,CSE,,CSE,155,NAT,5,,,yes
CSE_156.png,CSE/CSE/CSE_156.png,CSE,,CSE,156,MCQ,C,,,yes
CSE_157.png,CSE/CSE/CSE_157.png,CSE,,CSE,157,NAT,0.75,,,yes
CSE_158.png,CSE/CSE/CSE_158.png,CSE,,CSE,158,NAT,3,,,yes
CSE_159.png,CSE/CSE/CSE_159.png,CSE,,CSE,159,NAT,0,,,yes
CSE_160.png,CSE/CSE/CSE_160.png,CSE,,CSE,160,MCQ,D,,,yes
CSE_161.png,CSE/CSE/CSE_161.png,CSE,,CSE,161,MCQ,B,,,yes
CSE_162.png,CSE/CSE/CSE_162.png,CSE,,CSE,162,NAT,11,,,yes
CSE_163.png,CSE/CSE/CSE_163.png,CSE,,CSE,163,MCQ,B,,,yes
CSE_164.png,CSE/CSE/CSE_164.png,CSE,,CSE,164,NAT,1,,,yes
CSE_165.png,CSE/CSE/CSE_165.png,CSE,,CSE,165,NAT,0.5,,,yes
CSE_166.png,CSE/CSE/CSE_166.png,CSE,,CSE,166,NAT,15,,,yes
CSE_167.png,CSE/CSE/CSE_167.png,CSE,,CSE,167,MCQ,A,,,yes
CSE_168.png,CSE/CSE/CSE_168.png,CSE,,CSE,168,NAT,-11,,,yes
CSE_169.png,CSE/CSE/CSE_169.png,CSE,,CSE,169,NAT,3 or 4,,,yes
CSE_170.png,CSE/CSE/CSE_170.png,CSE,,CSE,170,NAT,31,,,yes
CSE_171.png,CSE/CSE/CSE_171.png,CSE,,CSE,171,MCQ,A,,,yes
CSE_172.png,CSE/CSE/CSE_172.png,CSE,,CSE,172,NAT,6,,,no
CSE_173.png,CSE/CSE/CSE_173.png,CSE,,CSE,173,MCQ,D,,,yes
CSE_174.png,CSE/CSE/CSE_174.png,CSE,,CSE,174,MCQ,D,,,yes
CSE_175.png,CSE/CSE/CSE_175.png,CSE,,CSE,175,MCQ,A,,,yes
CSE_176.png,CSE/CSE/CSE_176.png,CSE,,CSE,176,NAT,2016,,,no
CSE_177.png,CSE/CSE/CSE_177.png,CSE,,CSE,177,MCQ,D,,,yes
CSE_178.png,CSE/CSE/CSE_178.png,CSE,,CSE,178,MCQ,C,,,yes
CSE_179.png,CSE/CSE/CSE_179.png,CSE,,CSE,179,MCQ,B,,,yes
CSE_180.png,CSE/CSE/CSE_180.png,CSE,,CSE,180,NAT,10,,,no
CSE_181.png,CSE/CSE/CSE_181.png,CSE,,CSE,181,MCQ,A,,,yes
CSE_182.png,CSE/CSE/CSE_182.png,CSE,,CSE,182,MCQ,B,,,yes
CSE_183.png,CSE/CSE/CSE_183.png,CSE,,CSE,183,MCQ,D,,,yes
CSE_184.png,CSE/CSE/CSE_184.png,CSE,,CSE,184,MCQ,B,,,yes
CSE_185.png,CSE/CSE/CSE_185.png,CSE,,CSE,185,MCQ,C,,,yes
CSE_186.png,CSE/CSE/CSE_186.png,CSE,,CSE,186,MCQ,C,,,yes
CSE_187.png,CSE/CSE/CSE_187.png,CSE,,CSE,187,NAT,10,,,yes
CSE_188.png,CSE/CSE/CSE_188.png,CSE,,CSE,188,NAT,197.9 to 198.1,,,yes
CSE_189.png,CSE/CSE/CSE_189.png,CSE,,CSE,189,NAT,2,,,yes
CSE_190.png,CSE/CSE/CSE_190.png,CSE,,CSE,190,NAT,0.33 to 0.34,,,yes
CSE_191.png,CSE/CSE/CSE_191.png,CSE,,CSE,191,MCQ,D,,,yes
CSE_192.png,CSE/CSE/CSE_192.png,CSE,,CSE,192,NAT,456,,,yes
CSE_193.png,CSE/CSE/CSE_193.png,CSE,,CSE,193,NAT,33 to 34,,,yes
CSE_194.png,CSE/CSE/CSE_194.png,CSE,,CSE,194,MCQ,B,,,yes
CSE_195.png,CSE/CSE/CSE_195.png,CSE,,CSE,195,MCQ,D,,,yes
CSE_196.png,CSE/CSE/CSE_196.png,CSE,,CSE,196,MCQ,A,,,yes
CSE_197.png,CSE/CSE/CSE_197.png,CSE,,CSE,197,MCQ,D,,,yes
CSE_198.png,CSE/CSE/CSE_198.png,CSE,,CSE,198,MCQ,B,,,yes
CSE_199.png,CSE/CSE/CSE_199.png,CSE,,CSE,199,NAT,12,,,no
CSE_200.png,CSE/CSE/CSE_200.png,CSE,,CSE,200,NAT,7,,,yes
CSE_201.png,CSE/CSE/CSE_201.png,CSE,,CSE,201,MCQ,B,,,yes
CSE_202.png,CSE/CSE/CSE_202.png,CSE,,CSE,202,NAT,256,,,yes
CSE_203.png,CSE/CSE/CSE_203.png,CSE,,CSE,203,MCQ,D,,,yes
CSE_204.png,CSE/CSE/CSE_204.png,CSE,,CSE,204,MCQ,D,,,yes
CSE_205.png,CSE/CSE/CSE_205.png,CSE,,CSE,205,MCQ,C,,,yes
CSE_206.png,CSE/CSE/CSE_206.png,CSE,,CSE,206,NAT,9,,,yes
CSE_207.png,CSE/CSE/CSE_207.png,CSE,,CSE,207,MCQ,C,,,yes
CSE_208.png,CSE/CSE/CSE_208.png,CSE,,CSE,208,NAT,384,,,yes
CSE_209.png,CSE/CSE/CSE_209.png,CSE,,CSE,209,NAT,346,,,yes
CSE_210.png,CSE/CSE/CSE_210.png,CSE,,CSE,210,NAT,1,,,yes
CSE_211.png,CSE/CSE/CSE_211.png,CSE,,CSE,211,MCQ,A,,,yes
CSE_212.png,CSE/CSE/CSE_212.png,CSE,,CSE,212,MCQ,A,,,yes
CSE_213.png,CSE/CSE/CSE_213.png,CSE,,CSE,213,MCQ,B,,,yes
CSE_214.png,CSE/CSE/CSE_214.png,CSE,,CSE,214,NAT,13,,,yes
CSE_215.png,CSE/CSE/CSE_215.png,CSE,,CSE,215,NAT,1.1,,,yes
CSE_216.png,CSE/CSE/CSE_216.png,CSE,,CSE,216,NAT,2500,,,yes
CSE_217.png,CSE/CSE/CSE_217.png,CSE,,CSE,217,NAT,4,,,yes
CSE_218.png,CSE/CSE/CSE_218.png,CSE,,CSE,218,NAT,9,,,yes
CSE_219.png,CSE/CSE/CSE_219.png,CSE,,CSE,219,NAT,4,,,yes
CSE_220.png,CSE/CSE/CSE_220.png,CSE,,CSE,220,MCQ,C,,,yes
CSE_221.png,CSE/CSE/CSE_221.png,CSE,,CSE,221,NAT,0.55,,,yes
CSE_222.png,CSE/CSE/CSE_222.png,CSE,,CSE,222,NAT,0.125,,,yes
CSE_223.png,CSE/CSE/CSE_223.png,CSE,,CSE,223,NAT,-1,,,yes
CSE_224.png,CSE/CSE/CSE_224.png,CSE,,CSE,224,MCQ,C,,,yes
CSE_225.png,CSE/CSE/CSE_225.png,CSE,,CSE,225,NAT,1,,,yes
CSE_226.png,CSE/CSE/CSE_226.png,CSE,,CSE,226,NAT,16,,,yes
CSE_227.png,CSE/CSE/CSE_227.png,CSE,,CSE,227,NAT,31,,,yes
CSE_228.png,CSE/CSE/CSE_228.png,CSE,,CSE,228,NAT,30,,,yes
CSE_229.png,CSE/CSE/CSE_229.png,CSE,,CSE,229,MCQ,D,,,yes
CSE_230.png,CSE/CSE/CSE_230.png,CSE,,CSE,230,MCQ,C,,,yes
CSE_231.png,CSE/CSE/CSE_231.png,CSE,,CSE,231,MCQ,B,,,yes
CSE_232.png,CSE/CSE/CSE_232.png,CSE,,CSE,232,NAT,2,,,yes
CSE_233.png,CSE/CSE/CSE_233.png,CSE,,CSE,233,MCQ,C,,,yes
CSE_234.png,CSE/CSE/CSE_234.png,CSE,,CSE,234,MCQ,D,,,yes
CSE_235.png,CSE/CSE/CSE_235.png,CSE,,CSE,235,MCQ,B,,,yes
CSE_236.png,CSE/CSE/CSE_236.png,CSE,,CSE,236,MCQ,D,,,yes
CSE_237.png,CSE/CSE/CSE_237.png,CSE,,CSE,237,MCQ,A,,,yes
CSE_238.png,CSE/CSE/CSE_238.png,CSE,,CSE,238,MCQ,A,,,yes
CSE_239.png,CSE/CSE/CSE_239.png,CSE,,CSE,239,MCQ,A,,,yes
CSE_240.png,CSE/CSE/CSE_240.png,CSE,,CSE,240,MCQ,D,,,yes
CSE_241.png,CSE/CSE/CSE_241.png,CSE,,CSE,241,MCQ,C,,,yes
CSE_242.png,CSE/CSE/CSE_242.png,CSE,,CSE,242,MCQ,B,,,yes
CSE_243.png,CSE/CSE/CSE_243.png,CSE,,CSE,243,MCQ,D,,,yes
CSE_244.png,CSE/CSE/CSE_244.png,CSE,,CSE,244,MCQ,B,,,yes
CSE_245.png,CSE/CSE/CSE_245.png,CSE,,CSE,245,NAT,4,,,yes
CSE_246.png,CSE/CSE/CSE_246.png,CSE,,CSE,246,NAT,28,,,yes
CSE_247.png,CSE/CSE/CSE_247.png,CSE,,CSE,247,NAT,500,,,yes
CSE_248.png,CSE/CSE/CSE_248.png,CSE,,CSE,248,NAT,24,,,yes
CSE_249.png,CSE/CSE/CSE_249.png,CSE,,CSE,249,NAT,4,,,yes
CSE_250.png,CSE/CSE/CSE_250.png,CSE,,CSE,250,NAT,8,,,yes
CSE_251.png,CSE/CSE/CSE_251.png,CSE,,CSE,251,MCQ,C,,,yes
CSE_252.png,CSE/CSE/CSE_252.png,CSE,,CSE,252,MCQ,C,,,yes
CSE_253.png,CSE/CSE/CSE_253.png,CSE,,CSE,253,NAT,3,,,yes
CSE_254.png,CSE/CSE/CSE_254.png,CSE,,CSE,254,NAT,1500,,,yes
CSE_255.png,CSE/CSE/CSE_255.png,CSE,,CSE,255,NAT,2.32,,,yes
CSE_256.png,CSE/CSE/CSE_256.png,CSE,,CSE,256,NAT,64,,,yes
CSE_257.png,CSE/CSE/CSE_257.png,CSE,,CSE,257,MCQ,B,,,yes
CSE_258.png,CSE/CSE/CSE_258.png,CSE,,CSE,258,MCQ,B,,,yes
CSE_259.png,CSE/CSE/CSE_259.png,CSE,,CSE,259,MCQ,B,,,yes
CSE_260.png,CSE/CSE/CSE_260.png,CSE,,CSE,260,MCQ,C,,,yes
CSE_261.png,CSE/CSE/CSE_261.png,CSE,,CSE,261,MCQ,B,,,yes
CSE_262.png,CSE/CSE/CSE_262.png,CSE,,CSE,262,MCQ,A,,,yes
CSE_263.png,CSE/CSE/CSE_263.png,CSE,,CSE,263,NAT,8.2 to 8.3,,,yes
CSE_264.png,CSE/CSE/CSE_264.png,CSE,,CSE,264,MCQ,C,,,yes
CSE_265.png,CSE/CSE/CSE_265.png,CSE,,CSE,265,NAT,7,,,yes
CSE_266.png,CSE/CSE/CSE_266.png,CSE,,CSE,266,NAT,30,,,yes
CSE_267.png,CSE/CSE/CSE_267.png,CSE,,CSE,267,MCQ,C,,,yes
CSE_268.png,CSE/CSE/CSE_268.png,CSE,,CSE,268,NAT,2,,,yes
CSE_269.png,CSE/CSE/CSE_269.png,CSE,,CSE,269,NAT,200,,,yes
CSE_270.png,CSE/CSE/CSE_270.png,CSE,,CSE,270,MCQ,B,,,yes
CSE_271.png,CSE/CSE/CSE_271.png,CSE,,CSE,271,NAT,4,,,yes
CSE_272.png,CSE/CSE/CSE_272.png,CSE,,CSE,272,MCQ,D,,,yes
CSE_273.png,CSE/CSE/CSE_273.png,CSE,,CSE,273,MCQ,B,,,yes
CSE_274.png,CSE/CSE/CSE_274.png,CSE,,CSE,274,MCQ,C,,,yes
CSE_275.png,CSE/CSE/CSE_275.png,CSE,,CSE,275,MCQ,B,,,yes
CSE_276.png,CSE/CSE/CSE_276.png,CSE,,CSE,276,MCQ,B,,,yes
CSE_277.png,CSE/CSE/CSE_277.png,CSE,,CSE,277,MCQ,C,,,yes
CSE_278.png,CSE/CSE/CSE_278.png,CSE,,CSE,278,MCQ,B,,,yes
CSE_279.png,CSE/CSE/CSE_279.png,CSE,,CSE,279,MCQ,D,,,yes
CSE_280.png,CSE/CSE/CSE_280.png,CSE,,CSE,280,MCQ,B,,,yes
CSE_281.png,CSE/CSE/CSE_281.png,CSE,,CSE,281,MCQ,D,,,yes
CSE_282.png,CSE/CSE/CSE_282.png,CSE,,CSE,282,MCQ,D,,,yes
CSE_283.png,CSE/CSE/CSE_283.png,CSE,,CSE,283,MCQ,B,,,yes
CSE_284.png,CSE/CSE/CSE_284.png,CSE,,CSE,284,MCQ,A,,,yes
CSE_285.png,CSE/CSE/CSE_285.png,CSE,,CSE,285,MCQ,C,,,yes
CSE_286.png,CSE/CSE/CSE_286.png,CSE,,CSE,286,MCQ,D,,,yes
CSE_287.png,CSE/CSE/CSE_287.png,CSE,,CSE,287,NAT,0,,,yes
CSE_288.png,CSE/CSE/CSE_288.png,CSE,,CSE,288,NAT,18,,,yes
CSE_289.png,CSE/CSE/CSE_289.png,CSE,,CSE,289,NAT,1,,,yes
CSE_290.png,CSE/CSE/CSE_290.png,CSE,,CSE,290,NAT,4,,,yes
CSE_291.png,CSE/CSE/CSE_291.png,CSE,,CSE,291,NAT,2.6,,,yes
CSE_292.png,CSE/CSE/CSE_292.png,CSE,,CSE,292,NAT,3,,,yes
CSE_293.png,CSE/CSE/CSE_293.png,CSE,,CSE,293,NAT,0.05,,,yes
CSE_294.png,CSE/CSE/CSE_294.png,CSE,,CSE,294,MCQ,A,,,yes
CSE_295.png,CSE/CSE/CSE_295.png,CSE,,CSE,295,MCQ,D,,,yes
CSE_296.png,CSE/CSE/CSE_296.png,CSE,,CSE,296,MCQ,C,,,yes
